e_id;geo_name;loc;geonamesid;time;time_norm;actor
621;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Dick Shawn
622;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Jack Warden
623;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Don Knotts
624;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Ray Danton
625;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Jayne Mansfield
626;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Julie London
627;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;April 29, 1931;1931-04-29;Frank Gorshin
628;Indianapolis;[u'39.767777777778 -86.158055555556'];4259418;1982;1982-01-01;Ben Gazzara
629;Indiana University;[u'39.16722223 -86.5213889'];4259408;April 29, 1931;1931-04-29;Fabian
630;Bloomington;[u'39.162222222222 -86.529166666667'];4254679;April 29, 1931;1931-04-29;Fabian
631;New York City Police Department;[u'40.712 -74.002'];;April 29, 1931;1931-04-29;Fabian
632;Lancaster County;[u'40.04 -76.25'];5197085;1982;1982-01-01;Fabian
633;20th Century Fox;[u'34.05111111 -118.41138889'];;April 29, 1931;1931-04-29;Fabian
634;Chicago;[u'41.9 -87.65'];4887398;April 29, 1931;1931-04-29;Fabian
635;Transvaal Colony;[u'-25 30'];;1827;1827-01-01;Andries Pretorius
636;2007 Australian Grand Prix;[u'-37.8497 144.968'];;September 13, 2007;2007-09-13;Pedro de la Rosa
637;2007 Australian Grand Prix;[u'-37.8497 144.968'];;September 13, 2007;2007-09-13;Max Mosley
638;2007 Australian Grand Prix;[u'-37.8497 144.968'];;the end of April;2007-04-01;Nigel Stepney
639;2007 Hungarian Grand Prix;[u'47.5789 19.2486'];;September 13, 2007;2007-09-13;Pedro de la Rosa
640;2007 Japanese Grand Prix;[u'35.3717 138.927'];;13 September;2007-09-13;Martin Whitmarsh
641;2007 Japanese Grand Prix;[u'35.3717 138.927'];;11 September;2007-09-11;Fernando Alonso
642;2007 Japanese Grand Prix;[u'35.3717 138.927'];;11 September;2007-09-11;Lewis Hamilton
643;2007 Japanese Grand Prix;[u'35.3717 138.927'];;14 September;2007-09-14;Mike Coughlan
644;Fédération Internationale de l'Automobile;[u'48.8673 2.32128'];;2007;2007-01-01;Nigel Stepney
645;Fédération Internationale de l'Automobile;[u'48.8673 2.32128'];;2007;2007-01-01;Michael Schumacher
646;Fédération Internationale de l'Automobile;[u'48.8673 2.32128'];;2007;2007-01-01;Jean Todt
647;Fédération Internationale de l'Automobile;[u'48.8673 2.32128'];;2007;2007-01-01;Ross Brawn
648;Fédération Internationale de l'Automobile;[u'48.8673 2.32128'];;2007;2007-01-01;Rory Byrne
649;2007 United States Grand Prix;[u'39.795 -86.2347'];;26 July 2007;2007-07-26;Michael Schumacher
650;La Gazzetta dello Sport;[];;November 2007;2007-11-01;Michael Schumacher
651;2007 Monaco Grand Prix;[u'43.7347 7.42056'];;November 2007;2007-11-01;Michael Schumacher
652;McLaren;[u'51.345833333333 -0.54777777777778'];;2007;2007-01-01;Nigel Stepney
653;Renault F1;[u'51.92 -1.3902777777778'];;2007;2007-01-01;Nigel Stepney
654;Maranello;[u'44.525555555556 10.866388888889'];3174032;February 2007;2007-02-01;Mike Coughlan
655;Woking;[u'51.316111111111 -0.56111111111111'];2633709;17 June 2007;2007-06-17;Mike Coughlan
656;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Ralph Houk
657;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Mark Clear
658;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Bob Stanley
659;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;John Tudor
660;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Dennis Eckersley
661;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Mike Torrez
662;Boston Red Sox;[u'42.34638889 71.0975'];;1982;1982-01-01;Carney Lansford
663;Worcester;[u'42.266666666667 -71.8'];4956184;1981;1981-01-01;Ralph Houk
664;Worcester;[u'42.266666666667 -71.8'];4956184;1981;1981-01-01;Dwight Evans
665;Worcester;[u'42.266666666667 -71.8'];4956184;1981;1981-01-01;Carl Yastrzemski
666;Worcester;[u'42.266666666667 -71.8'];4956184;1981;1981-01-01;Rich Gedman
667;Chatham Dockyard;[u'51.397222222222 0.52777777777778'];2653305;4 November 1896;1896-11-04;Queen Victoria
668;Spithead;[u'50.7514 -1.13667'];2637219;4 November 1896;1896-11-04;Queen Victoria
669;Port Said;[u'31.25 32.283333333333'];358619;4 November 1896;1896-11-04;Queen Victoria
670;Port Said;[u'31.25 32.283333333333'];358619;February 1898;1898-02-01;Robert Falcon Scott
671;Port Said;[u'31.25 32.283333333333'];358619;February 1898;1898-02-01;George Egerton
672;Malta;[u'35.883333333333 14.5'];2562770;4 November 1896;1896-11-04;Queen Victoria
673;Devonport;[u'50.3725 -4.1727777777778'];2651289;8 June 1897;1897-06-08;Queen Victoria
674;Hamoaze;[u'50.395555555556 -4.2077777777778'];2647559;26 June 1897;1897-06-26;Queen Victoria
675;Nore;[u'51.4958 0.8825'];2648050;18 February;1898-02-18;Robert Falcon Scott
676;Humber;[u'53.583333333333 0'];;1906;1906-01-01;Robert Falcon Scott
677;County Clare;[u'52.833333333333 -9'];2965479;1908;1908-01-01;Daniel O'Brien, 4th Viscount Clare
678;Pallasgreen;[u'52.5508 -8.338536'];2962082;1908;1908-01-01;Daniel O'Brien, 4th Viscount Clare
679;County Limerick;[u'52.5 -8.75'];2962941;1908;1908-01-01;Daniel O'Brien, 4th Viscount Clare
680;Kilnasoolagh;[u'52.7606 -8.90825'];;1908;1908-01-01;Daniel O'Brien, 4th Viscount Clare
681;Bunratty Lower;[u'52.740137 -8.840416'];;1908;1908-01-01;Daniel O'Brien, 4th Viscount Clare
682;Slovenia;[u'46 15'];3190538;24 August 1880;1880-08-24;Julius Kugy
683;Julian Alps;[u'46.36666667 13.81666667'];3198561;24 August 1880;1880-08-24;Julius Kugy
684;Triglav;[u'46.383333333333 13.833333333333'];3188835;24 August 1880;1880-08-24;Julius Kugy
685;Jôf di Montasio;[u'46.437777777778 13.433333333333'];3175489;24 August 1880;1880-08-24;Julius Kugy
686;Stadio Nereo Rocco;[u'45.6225 13.792778'];;11 February 2009;2009-02-11;Daniele De Rossi
687;Stadio Nereo Rocco;[u'45.6225 13.792778'];;11 February 2009;2009-02-11;Steven Gerrard
688;Stadio Nereo Rocco;[u'45.6225 13.792778'];;8 July 2013;2013-07-08;Bartosz Salamon
689;Stadio Nereo Rocco;[u'45.6225 13.792778'];;8 July 2013;2013-07-08;Cesare Prandelli
690;Trieste;[u'45.636111111111 13.804166666667'];3165186;11 February 2009;2009-02-11;Daniele De Rossi
691;United States of America;[u'40 -100'];6252001;2001;2001-01-01;George W. Bush
692;United States of America;[u'40 -100'];6252001;2001;2001-01-01;George H. W. Bush
693;Arkansas;[u'34.8 -92.2'];4099753;2001;2001-01-01;George W. Bush
694;Dallas;[u'32.7825 -96.7975'];4684888;2001;2001-01-01;George W. Bush
695;Houston;[u'29.762777777778 -95.383055555556'];4699066;2001;2001-01-01;George W. Bush
696;Organisation for Economic Co-operation and Development;[u'48.8619 2.2696'];;2001;2001-01-01;George H. W. Bush
697;Hunt Oil Company;[u'32.7875 -96.80222222'];;2001;2001-01-01;George H. W. Bush
698;Southern Methodist University;[u'32.844114 -96.784874'];4733299;2001;2001-01-01;George W. Bush
699;Woodrow Wilson International Center for Scholars;[u'38.8936 -77.0305'];;2001;2001-01-01;George W. Bush
700;University of Texas MD Anderson Cancer Center;[u'29.708 -95.3975'];;2001;2001-01-01;George W. Bush
701;American Hospital of Paris;[u'48.8929 2.2725'];;2001;2001-01-01;George H. W. Bush
702;George W. Bush Presidential Center;[u'32.8409 -96.7781'];;2001;2001-01-01;George H. W. Bush
703;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Randy Travis
704;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Faith Hill
705;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Doug Stone
706;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Trisha Yearwood
707;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Trace Adkins
708;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;John Bettis
709;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Brian Siewert
710;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Ed Bruce
711;Memphis;[u'35.1175 -89.971111111111'];4641239;December 4, 1935;1935-12-04;Shelby Lynne
712;Memphis;[u'35.1175 -89.971111111111'];4641239;2001;2001-01-01;Lee Roy Parnell
713;Memphis;[u'35.1175 -89.971111111111'];4641239;2001;2001-01-01;LeAnn Rimes
714;Memphis;[u'35.1175 -89.971111111111'];4641239;2001;2001-01-01;Mindy McCready
715;Memphis;[u'35.1175 -89.971111111111'];4641239;2001;2001-01-01;Chris LeDoux
716;Memphis;[u'35.1175 -89.971111111111'];4641239;2001;2001-01-01;Rebecca Lynn Howard
717;Nashville;[u'36.165 -86.783888888889'];4644585;December 4, 1935;1935-12-04;Randy Travis
718;September 11 attacks;[u'40.713 -74.0135'];;autumn 2001;2001-01-01;Roope Latvala
719;September 11 attacks;[u'40.713 -74.0135'];;autumn 2001;2001-01-01;Lars Göran Petrov
720;Tumba;[u'59.2 17.816666666667'];2667094;1992;1992-01-01;J. R. R. Tolkien
721;Wacken Open Air;[u'54.028333333333 9.3561111111111'];;autumn 2001;2001-01-01;Roope Latvala
722;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;October 1862;1862-10-01;Thomas T. Munford
723;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;October 1862;1862-10-01;Bradley Tyler Johnson
724;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;November;1862-11-01;Richard S. Ewell
725;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;Winter of 1862;1862-01-01;Raleigh E. Colston
726;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;October 1862;1862-10-01;George H. Steuart
727;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;October 1862;1862-10-01;William E. Jones
728;Shenandoah Valley;[u'38.483333333333 -78.85'];4785286;November;1862-11-01;Edward Johnson
729;Winchester;[u'39.1783 -78.1667'];4794120;June 1863;1863-06-01;George S. Greene
730;Battle of Gettysburg;[u'39.81124 -77.22487'];;June 1863;1863-06-01;George S. Greene
731;Culp's Hill;[u'39.8201 -77.2203'];;June 1863;1863-06-01;George S. Greene
732;Doswell;[u'37.860277777778 -77.464166666667'];4756225;8th July;1863-07-08;Robert E. Lee
733;Doswell;[u'37.860277777778 -77.464166666667'];4756225;October 22, 1863;1863-10-22;Ulysses S. Grant
734;Doswell;[u'37.860277777778 -77.464166666667'];4756225;8th July;1863-07-08;John C. Breckinridge
735;James River;[u'36.941667 -76.443611'];4766473;January 20, 1864;1864-01-20;Robert E. Lee
736;James River;[u'36.941667 -76.443611'];4766473;June 1864;1864-06-01;James J. Archer
737;Battle of Gettysburg;[u'39.81124 -77.22487'];;August 1862;1862-08-01;Stonewall Jackson
738;Appomattox Court House National Historical Park;[u'37.376389 -78.797222'];;August 1862;1862-08-01;Stonewall Jackson
739;Gordonsville;[u'38.1347 -78.1869'];4761471;August 1862;1862-08-01;Stonewall Jackson
740;First Battle of Bull Run;[u'38.8147 -77.5227'];;August 1862;1862-08-01;Stonewall Jackson
741;Battle of Chancellorsville;[u'38.3105 -77.6484'];;Winter of 1862;1862-01-01;Bradley Tyler Johnson
742;Second Battle of Winchester;[u'39.18473 -78.16708'];;June 1863;1863-06-01;Raleigh E. Colston
743;Battle of Cold Harbor;[u'37.59 -77.285'];;October 22, 1863;1863-10-22;Robert E. Lee
744;Battle of White Oak Swamp;[u'37.4708 -77.21025'];;October 22, 1863;1863-10-22;Robert E. Lee
745;Siege of Petersburg;[u'37.2176 -77.3771'];4785655;January 20, 1864;1864-01-20;Robert E. Lee
746;Battle of Hatcher's Run;[u'37.1305 -77.4853'];;June 13;1864-06-13;James J. Archer
747;Cato Institute;[u'38.90333333 -77.02638889'];;May 2006;2006-05-01;John (Bam) Ransom
748;Cato Institute;[u'38.90333333 -77.02638889'];;May 2006;2006-05-01;Lawrence Kudlow
749;Cato Institute;[u'38.90333333 -77.02638889'];;May 2006;2006-05-01;Daniel J. Mitchell
750;Cato Institute;[u'38.90333333 -77.02638889'];;May 2006;2006-05-01;Charles Payne
751;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Dennis Prager
752;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Neal Boortz
753;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Ann Coulter
754;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Dinesh D'Souza
755;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Larry Elder
756;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Pat Buchanan
757;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Matt Lewis
758;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Jonah Goldberg
759;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;John Hawkins
760;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Paul Jacob
761;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Paul Kengor
762;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;David Limbaugh
763;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Katie Pavlich
764;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Michael Savage
765;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Michelle Malkin
766;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Michael Reagan
767;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Thomas Sowell
768;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Jacob Sullum
769;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Amanda Carpenter
770;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Fred Thompson
771;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Jeb Bush
772;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Lisa De Pasquale
773;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Bruce Bialosky
774;University of North Carolina Wilmington;[u'34.2266 -77.878047222222'];4496347;May 2006;2006-05-01;Cal Thomas
775;The Heritage Foundation;[u'38.8952 -77.0028'];;May 2006;2006-05-01;Dennis Prager
776;Bönnigheim;[u'49.040833333333 9.095'];2946428;1727;1727-01-01;Joseph Brant
777;Bönnigheim;[u'49.040833333333 9.095'];2946428;1727;1727-01-01;Frederick Haldimand
778;Württemberg;[u'48.7786 9.17944'];;1727;1727-01-01;Joseph Brant
779;Cardiff;[u'51.48 -3.18'];2653822;1727;1727-01-01;Joseph Brant
780;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Jeff Jones
781;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Johnnie Clay
782;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Robert Croft
783;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Simon Jones
784;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Tony Lewis
785;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Austin Matthews
786;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Hugh Morris
787;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Gilbert Parkhouse
788;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Pat Pocock
789;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Greg Thomas
790;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Maurice Turnbull
791;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Cyril Walters
792;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Steve Watkin
793;International Cricket Council;[u'25.04 55.2057'];;1 January 1997;1997-01-01;Allan Watkins
794;Melbourne;[u'-37.820555555556 144.96138888889'];2158177;1877;1877-01-01;Simon Jones
795;Tel Aviv;[u'32.083333333333 34.8'];293397;1939;1939-01-01;Qian Xuesen
796;Tel Aviv;[u'32.083333333333 34.8'];293397;1951;1951-01-01;Menachem Begin
797;Sabra and Shatila massacre;[u'33.8628 35.4984'];;1971;1971-01-01;Menachem Begin
798;Sabra and Shatila massacre;[u'33.8628 35.4984'];;1971;1971-01-01;Benjamin Netanyahu
799;Sabra and Shatila massacre;[u'33.8628 35.4984'];;1971;1971-01-01;Ariel Sharon
800;Sabra and Shatila massacre;[u'33.8628 35.4984'];;1980;1980-01-01;Yitzhak Mordechai
801;Ariel University;[u'32.10472 35.20944'];;1984;1984-01-01;Yitzhak Mordechai
802;Warsaw Ghetto Uprising;[u'52.246111111111 20.995833333333'];;1988;1988-01-01;Yitzhak Mordechai
803;George Washington High School;[u'40.855819 -73.926952'];5118408;1939;1939-01-01;Qian Xuesen
804;Massachusetts Institute of Technology;[u'42.35982 -71.09211'];4943351;1939;1939-01-01;Qian Xuesen
805;California Institute of Technology;[u'34.138577 -118.125494'];6331816;1939;1939-01-01;Qian Xuesen
806;Technion – Israel Institute of Technology;[u'32.7775 35.021666666667'];;1939;1939-01-01;Qian Xuesen
807;Israel Aerospace Industries;[u'31.00456667 34.90259444'];;1948;1948-01-01;Qian Xuesen
808;Algeria;[u'28 2'];2589581;1939;1939-01-01;Qian Xuesen
809;Ministry of Defense;[u'32.075269 34.790153'];;1951;1951-01-01;Qian Xuesen
810;Ministry of Foreign Affairs of Israel;[u'31.782596 35.201719'];;1977;1977-01-01;Menachem Begin
811;Brazil;[u'-11 -53'];3469034;2011;2011-01-01;Paulo Coelho
812;Jerusalem;[u'31.783333333333 35.233333333333'];281184;1949;1949-01-01;Ilich Ramírez Sánchez
813;Switzerland;[u'46.798562 8.231973'];2658434;1949;1949-01-01;Ilich Ramírez Sánchez
814;Superphénix;[u'45.75833333 5.47222222'];;1949;1949-01-01;Ilich Ramírez Sánchez
815;Geneva;[u'46.2 6.15'];2660646;1949;1949-01-01;Ilich Ramírez Sánchez
816;École polytechnique fédérale de Lausanne;[u'46.520277777778 6.5655555555556'];6285790;1949;1949-01-01;Ilich Ramírez Sánchez
817;Kuttanellur;[u'10.5 76.256944444444'];;1941;1941-01-01;Kerala Varma VI
818;Thrissur;[u'10.52 76.21'];1254187;1941;1941-01-01;Kerala Varma VI
819;Kerala;[u'8.5074 76.972'];1267254;1941;1941-01-01;Kerala Varma VI
820;Pilathara;[u'12.08549 75.25446'];;1941;1941-01-01;Kerala Varma VI
821;Kannur district;[u'11.8689 75.355461111111'];1274988;1941;1941-01-01;Kerala Varma VI
822;Sasthamangalam;[u'8.514275 76.971677777778'];;1941;1941-01-01;Kerala Varma VI
823;Thiruvananthapuram;[u'8.5 76.899722222222'];1254163;1941;1941-01-01;Kerala Varma VI
824;Marshalltown;[u'42.041666666667 -92.914444444444'];4866371;1970;1970-01-01;Paul Bell
825;Marshalltown;[u'42.041666666667 -92.914444444444'];4866371;1970;1970-01-01;Martin O'Malley
826;Newton;[u'41.698611111111 -93.046944444444'];4868907;1970;1970-01-01;Paul Bell
827;University of Iowa;[u'41.65 -91.533333333333'];4879820;1970;1970-01-01;Paul Bell
828;Iowa House of Representatives;[u'41.591 -93.604'];;1970;1970-01-01;Paul Bell
829;United Kingdom;[u'54 -2'];2635167;1932;1932-01-01;John Elder
830;United Kingdom;[u'54 -2'];2635167;1932;1932-01-01;Robert Napier
831;Cammell Laird;[u'53.385236111111 -3.0125027777778'];;1932;1932-01-01;John Elder
832;Congo Free State;[u'-5.85 13.05'];;1970;1970-01-01;Leopold II
833;Congo Free State;[u'-5.85 13.05'];;1989;1989-01-01;E. D. Morel
834;Liverpool;[u'53.416666666667 -3'];2644210;1855;1855-01-01;John Elder
835;West Africa;[u'12 3'];7729885;1970;1970-01-01;Leopold II
836;India;[u'21 78'];1269750;3 November 1988;1988-11-03;Swapnil Joshi
837;India;[u'21 78'];1269750;3 November 1988;1988-11-03;Siddarth Jadhav
838;Raigad district;[u'18.65 72.88'];8133396;3 November 1988;1988-11-03;Swapnil Joshi
839;Raigad district;[u'18.65 72.88'];8133396;2013;2013-01-01;Aniket Vishwasrao
840;Maharashtra;[u'18.96 72.82'];1264418;3 November 1988;1988-11-03;Swapnil Joshi
841;St. Joseph's Academy, Dehradun;[u'30.3297 78.0483'];;3 November 1988;1988-11-03;Swapnil Joshi
842;New York City;[u'40.67 -73.94'];5128581;1962;1962-01-01;Leon Recanati
843;New York City;[u'40.67 -73.94'];5128581;1962;1962-01-01;Saddam Hussein
844;New York City;[u'40.67 -73.94'];5128581;1991;1991-01-01;Marc Faber
845;Harvard University;[u'42.376111 -71.116389'];4938981;June 1, 2014;2014-06-01;Jho Low
846;Harvard University;[u'42.376111 -71.116389'];4938981;2012;2012-01-01;François Delattre
847;Harvard University;[u'42.376111 -71.116389'];4938981;June 1, 2014;2014-06-01;Mohammed bin Zayed Al Nahyan
848;92nd Street Y;[u'40.783 -73.9527'];;June 1, 2014;2014-06-01;Jho Low
849;92nd Street Y;[u'40.783 -73.9527'];;2009;2009-01-01;Guma Aguiar
850;Legion of Honour;[u'48.86021389 2.32473333'];;2012;2012-01-01;François Delattre
851;Southeastern United States;[u'35 -85.3'];;2009;2009-01-01;Jho Low
852;Southeastern United States;[u'35 -85.3'];;January 2011;2011-01-01;David Macdonald
853;University of Oxford;[u'51.7611 -1.2534'];;2006;2006-01-01;Douglas Tompkins
854;Delaware;[u'39 -75.5'];4142224;October 30, 1693;1693-10-30;Benjamin Chew
855;Delaware;[u'39 -75.5'];4142224;October 30, 1693;1693-10-30;John Penn
856;New Castle County;[u'39.58 -75.64'];4143835;October 30, 1693;1693-10-30;Benjamin Chew
857;Kent County;[u'39.1 -75.5'];4143221;October 30, 1693;1693-10-30;Benjamin Chew
858;Maidstone;[u'38.7347 -76.6272'];;October 30, 1693;1693-10-30;Benjamin Chew
859;Anne Arundel County;[u'39 -76.6'];4347283;October 30, 1693;1693-10-30;Benjamin Chew
860;Calvert County;[u'38.53 -76.53'];4350123;October 30, 1693;1693-10-30;Benjamin Chew
861;Havana;[u'23.116666666667 -82.383333333333'];3553478;2003;2003-01-01;Amadeo Roldán
862;Havana;[u'23.116666666667 -82.383333333333'];3553478;2003;2003-01-01;Alejandro García Caturla
863;Alamar;[u'23.16403611 -82.28573889'];3569371;2003;2003-01-01;Amadeo Roldán
864;Bad König;[u'49.74125 9.0070833333333'];2953419;26 March 2006;2006-03-26;Alban of Mainz
865;Michelstadt;[u'49.678611111111 9.0041666666667'];2871284;26 March 2006;2006-03-26;Alban of Mainz
866;Reichelsheim;[u'49.714861111111 8.8395833333333'];6559123;26 March 2006;2006-03-26;Alban of Mainz
867;Brensbach;[u'49.7725 8.8784722222222'];2944254;26 March 2006;2006-03-26;Alban of Mainz
868;Mainz;[u'50 8.2666666666667'];2874225;26 March 2006;2006-03-26;Alban of Mainz
869;Hanau;[u'50.133333333333 8.9166666666667'];2911007;26 March 2006;2006-03-26;Alban of Mainz
870;Eberbach;[u'49.466666666667 8.9833333333333'];6558051;26 March 2006;2006-03-26;Alban of Mainz
871;Walldürn;[u'49.583055555556 9.3680555555556'];2814667;26 March 2006;2006-03-26;Alban of Mainz
872;Worms;[u'49.631944444444 8.3652777777778'];3247467;26 March 2006;2006-03-26;Alban of Mainz
873;St. Alban's Abbey;[u'49.99 8.28'];;26 March 2006;2006-03-26;Alban of Mainz
874;The Pike;[u'33.7661 -118.189'];;1982;1982-01-01;Niki Lauda
875;The Pike;[u'33.7661 -118.189'];;1982;1982-01-01;René Arnoux
876;The Pike;[u'33.7661 -118.189'];;1982;1982-01-01;John Watson
877;Twin Ring Motegi;[u'36.533611 140.2275'];;2007;2007-01-01;Tony George
878;Twin Ring Motegi;[u'36.533611 140.2275'];;2007;2007-01-01;Kevin Kalkhoven
879;Twin Ring Motegi;[u'36.533611 140.2275'];;2007;2007-01-01;Gerald Forsythe
880;Grand Prix of Long Beach;[u'33.766388888889 -118.19277777778'];;2013;2013-01-01;Neil Crompton
881;United States Grand Prix West;[u'33.7669 -118.189'];;1997;1997-01-01;Neil Crompton
882;Long Beach Convention and Entertainment Center;[u'33.7639 -118.188'];5367940;1983;1983-01-01;Niki Lauda
883;Aquarium of the Pacific;[u'33.76216 -118.19692'];6946539;1982;1982-01-01;Niki Lauda
884;Laos;[u'19.366667 102.566667'];1655842;1938;1938-01-01;Sauryavong Savang
885;Laos;[u'19.366667 102.566667'];1655842;1938;1938-01-01;Soulivong Savang
886;Laos;[u'19.366667 102.566667'];1655842;1938;1938-01-01;Thanyavong Savang
887;Laos;[u'19.366667 102.566667'];1655842;1938;1938-01-01;Souvanna Phouma
888;Kingdom of Laos;[u'17.966666666667 102.6'];;1938;1938-01-01;Sauryavong Savang
889;Geneva;[u'46.2 6.15'];2660646;29 September 2007;2007-09-29;Rita Fan
890;Geneva;[u'46.2 6.15'];2660646;29 September 2007;2007-09-29;Jose Maria Sison
891;Kai Yip Estate;[u'22.32868 114.208354'];;1986;1986-01-01;Che Guevara
892;Sichuan;[u'30 103'];1794299;2005;2005-01-01;Rita Fan
893;Tiananmen Square protests of 1989;[u'39.903333333333 116.39166666667'];;2004;2004-01-01;Che Guevara
894;2008 Sichuan earthquake;[u'31.021 103.367'];;2005;2005-01-01;Rita Fan
895;Tiananmen Square;[u'39.904567 116.391392'];6268737;2014;2014-01-01;Che Guevara
896;British Forces Broadcasting Service;[u'51.588202777778 -0.55331666666667'];;1986;1986-01-01;Che Guevara
897;Gdynia;[u'54.5 18.533333333333'];3099424;December 26, 1978;1978-12-26;Jarosław Bieniuk
898;Poland;[u'52 19'];798544;December 26, 1978;1978-12-26;Jarosław Bieniuk
899;Saint-Flour;[u'45.033611111111 3.0927777777778'];6615947;25 August 1948;1948-08-25;Lionel Jospin
900;Cantal;[u'45.033333333333 3.1'];3028791;25 August 1948;1948-08-25;Lionel Jospin
901;Kumbakonam;[u'10.966666666667 79.383333333333'];1265683;1902;1902-01-01;Pudhumaipithan
902;Kumbakonam;[u'10.966666666667 79.383333333333'];1265683;1902;1902-01-01;Mowni
903;Kumbakonam;[u'10.966666666667 79.383333333333'];1265683;1902;1902-01-01;M. V. Venkatram
